timestamp,lat,lon,groundspeed_mps,roll_deg,pitch_deg,heading_deg,speed_setpoint_mps,heading_setpoint_deg,vehicle_mode,armed_status
2025-08-29T12:53:12.569963Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:13.572314Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:14.572219Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:15.570353Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:16.572821Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:17.569930Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:18.569735Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:19.570052Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:20.569381Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:21.572442Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:22.569683Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:23.568573Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:24.568732Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:25.572871Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:26.572407Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:27.569789Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:28.572523Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:29.570666Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:30.570387Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:31.571627Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:32.570600Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:33.572531Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:34.571217Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:35.571374Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:36.570324Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:37.567853Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:38.570256Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:39.569503Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:40.570255Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:41.572920Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:42.570283Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:43.570918Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:44.571294Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:45.571178Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:46.569860Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:47.569167Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:48.571113Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:49.569045Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:50.571284Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:51.571244Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:52.568994Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:53.567942Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:54.570951Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:55.572056Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:56.571275Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:57.571635Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:58.572251Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:53:59.570612Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:00.569557Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:01.568458Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:02.571087Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:03.568229Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:04.568596Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:05.571436Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:06.568391Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:07.571082Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:08.570081Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:09.570150Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:10.569954Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:11.572375Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:12.569847Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:13.570562Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:14.569001Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:15.571611Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:16.568394Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:17.568472Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:18.570562Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:19.568201Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:20.569723Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:21.566514Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:22.571118Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:23.569605Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:24.570334Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:25.569815Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:26.569393Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:27.570659Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:28.570565Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:29.569519Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:30.572269Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:31.568627Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:32.569430Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:33.568104Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:34.569454Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:35.569084Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:36.569535Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:37.569758Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:38.568503Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:39.569155Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:40.568660Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:41.576843Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:42.570070Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:43.568051Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:44.571624Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:45.577631Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:46.572067Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:47.577451Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:48.584156Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:49.576497Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:50.569656Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:51.569707Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:52.568460Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:53.569732Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:54.571526Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:55.568771Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:56.568853Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:57.577794Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:58.569531Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:59.577630Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:00.575109Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:01.577322Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:02.569486Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:03.567796Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:04.568411Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:05.577157Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:06.569718Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:07.572411Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:08.570890Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:09.574731Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:10.577072Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:11.572019Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:12.569451Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:13.574429Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
